COUNTRY,Country,Economic sector,Year,Value
AUS,Australia,Fishing Sector,2005,7441
AUS,Australia,Fishing Sector,2006,8235
AUS,Australia,Fishing Sector,2007,6151
AUS,Australia,Fishing Sector,2008,9239
AUS,Australia,Fishing Sector,2009,4469
AUS,Australia,Fishing Sector,2010,7801
AUS,Australia,Fishing Sector,2011,7403
AUS,Australia,Fishing Sector,2012,7057
AUS,Australia,Fishing Sector,2013,6008
AUS,Australia,Fishing Sector,2014,3561
AUS,Australia,Fishing Sector,2015,7183
AUS,Australia,Fishing Sector,2016,5602
AUS,Australia,Fishing Sector,2017,7593
AUS,Australia,Unspecified Fishing,2005,7441
AUS,Australia,Unspecified Fishing,2006,8235
AUS,Australia,Unspecified Fishing,2007,6151
AUS,Australia,Unspecified Fishing,2008,9239
AUS,Australia,Unspecified Fishing,2009,4469
AUS,Australia,Unspecified Fishing,2010,7801
AUS,Australia,Unspecified Fishing,2011,7403
AUS,Australia,Unspecified Fishing,2012,7057
AUS,Australia,Unspecified Fishing,2013,6008
AUS,Australia,Unspecified Fishing,2014,3561
AUS,Australia,Unspecified Fishing,2015,7183
AUS,Australia,Unspecified Fishing,2016,5602
AUS,Australia,Unspecified Fishing,2017,7593
AUS,Australia,Aquaculture,2005,5811
AUS,Australia,Aquaculture,2006,3800
AUS,Australia,Aquaculture,2007,3264
AUS,Australia,Aquaculture,2008,4132
AUS,Australia,Aquaculture,2009,4656
AUS,Australia,Aquaculture,2010,3751
AUS,Australia,Aquaculture,2011,4456
AUS,Australia,Aquaculture,2012,3736
AUS,Australia,Aquaculture,2013,3298
AUS,Australia,Aquaculture,2014,5102
AUS,Australia,Aquaculture,2015,7035
AUS,Australia,Aquaculture,2016,5364
AUS,Australia,Aquaculture,2017,8361
BEL,Belgium,Fishing Sector,2005,860
BEL,Belgium,Fishing Sector,2006,689
BEL,Belgium,Fishing Sector,2007,690
BEL,Belgium,Fishing Sector,2008,735
BEL,Belgium,Fishing Sector,2009,600
BEL,Belgium,Fishing Sector,2010,614
BEL,Belgium,Fishing Sector,2011,587
BEL,Belgium,Fishing Sector,2012,585
BEL,Belgium,Fishing Sector,2013,396
BEL,Belgium,Fishing Sector,2014,571
BEL,Belgium,Fishing Sector,2015,499
BEL,Belgium,Fishing Sector,2016,468
BEL,Belgium,Fishing Sector,2017,482
BEL,Belgium,Marine Coastal Fishing,2005,100
BEL,Belgium,Marine Coastal Fishing,2006,79
BEL,Belgium,Marine Coastal Fishing,2007,102
BEL,Belgium,Marine Coastal Fishing,2008,140
BEL,Belgium,Marine Coastal Fishing,2009,112
BEL,Belgium,Marine Coastal Fishing,2010,105
BEL,Belgium,Marine Coastal Fishing,2011,92
BEL,Belgium,Marine Coastal Fishing,2012,108
BEL,Belgium,Marine Coastal Fishing,2013,60
BEL,Belgium,Marine Coastal Fishing,2015,67
BEL,Belgium,Marine Coastal Fishing,2016,66
BEL,Belgium,Marine Coastal Fishing,2017,50
BEL,Belgium,Marine Deep-Sea Fishing,2005,471
BEL,Belgium,Marine Deep-Sea Fishing,2006,610
BEL,Belgium,Marine Deep-Sea Fishing,2007,588
BEL,Belgium,Marine Deep-Sea Fishing,2008,595
BEL,Belgium,Marine Deep-Sea Fishing,2009,488
BEL,Belgium,Marine Deep-Sea Fishing,2010,509
BEL,Belgium,Marine Deep-Sea Fishing,2011,495
BEL,Belgium,Marine Deep-Sea Fishing,2012,477
BEL,Belgium,Marine Deep-Sea Fishing,2013,336
BEL,Belgium,Marine Deep-Sea Fishing,2015,432
BEL,Belgium,Marine Deep-Sea Fishing,2016,402
BEL,Belgium,Marine Deep-Sea Fishing,2017,432
BEL,Belgium,Unspecified Fishing,2005,289
BEL,Belgium,Unspecified Fishing,2014,571
CAN,Canada,Fishing Sector,2005,47158
CAN,Canada,Fishing Sector,2006,51677
CAN,Canada,Fishing Sector,2007,53846
CAN,Canada,Fishing Sector,2008,52317
CAN,Canada,Fishing Sector,2009,51014
CAN,Canada,Fishing Sector,2010,49526
CAN,Canada,Fishing Sector,2011,49609
CAN,Canada,Fishing Sector,2012,43250
CAN,Canada,Fishing Sector,2013,45114
CAN,Canada,Fishing Sector,2014,43562
CAN,Canada,Fishing Sector,2015,42507
CAN,Canada,Fishing Sector,2016,44342
CAN,Canada,Unspecified Fishing,2005,47158
CAN,Canada,Unspecified Fishing,2006,51677
CAN,Canada,Unspecified Fishing,2007,53846
CAN,Canada,Unspecified Fishing,2008,52317
CAN,Canada,Unspecified Fishing,2009,51014
CAN,Canada,Unspecified Fishing,2010,49526
CAN,Canada,Unspecified Fishing,2011,49609
CAN,Canada,Unspecified Fishing,2012,43250
CAN,Canada,Unspecified Fishing,2013,45114
CAN,Canada,Unspecified Fishing,2014,43562
CAN,Canada,Unspecified Fishing,2015,42507
CAN,Canada,Unspecified Fishing,2016,44342
CAN,Canada,Aquaculture,2005,3920
CAN,Canada,Aquaculture,2006,4105
CAN,Canada,Aquaculture,2007,3550
CAN,Canada,Aquaculture,2008,3435
CAN,Canada,Aquaculture,2009,3584
CAN,Canada,Aquaculture,2010,3375
CAN,Canada,Aquaculture,2011,3292
CAN,Canada,Aquaculture,2012,3235
CAN,Canada,Aquaculture,2013,3175
CAN,Canada,Aquaculture,2014,3205
CAN,Canada,Aquaculture,2015,3316
CAN,Canada,Aquaculture,2016,3340
CAN,Canada,Processing,2005,29342
CAN,Canada,Processing,2006,29436
CAN,Canada,Processing,2007,30225
CAN,Canada,Processing,2008,27647
CAN,Canada,Processing,2009,27305
CAN,Canada,Processing,2010,29599
CAN,Canada,Processing,2011,31903
CAN,Canada,Processing,2012,33034
CAN,Canada,Processing,2013,33147
CAN,Canada,Processing,2014,31899
CAN,Canada,Processing,2015,27858
CAN,Canada,Processing,2016,28718
CZE,Czech Republic,Aquaculture,2005,1744
CZE,Czech Republic,Aquaculture,2006,1418
CZE,Czech Republic,Aquaculture,2007,1116
CZE,Czech Republic,Aquaculture,2008,1379
CZE,Czech Republic,Aquaculture,2009,1400
CZE,Czech Republic,Aquaculture,2010,1428
CZE,Czech Republic,Aquaculture,2011,1428
CZE,Czech Republic,Aquaculture,2012,1428
CZE,Czech Republic,Aquaculture,2013,1428
CZE,Czech Republic,Aquaculture,2014,1433
CZE,Czech Republic,Aquaculture,2015,1506
CZE,Czech Republic,Aquaculture,2016,1506
CZE,Czech Republic,Aquaculture,2017,1506
CZE,Czech Republic,Processing,2005,130
CZE,Czech Republic,Processing,2006,140
CZE,Czech Republic,Processing,2007,140
CZE,Czech Republic,Processing,2008,133
CZE,Czech Republic,Processing,2009,135
CZE,Czech Republic,Processing,2010,135
CZE,Czech Republic,Processing,2011,135
CZE,Czech Republic,Processing,2012,135
DNK,Denmark,Fishing Sector,2005,3241
DNK,Denmark,Fishing Sector,2006,2897
DNK,Denmark,Fishing Sector,2007,2573
DNK,Denmark,Fishing Sector,2008,2221
DNK,Denmark,Fishing Sector,2009,2060
DNK,Denmark,Fishing Sector,2010,2072
DNK,Denmark,Fishing Sector,2011,2017
DNK,Denmark,Fishing Sector,2012,1942
DNK,Denmark,Fishing Sector,2013,1891
DNK,Denmark,Fishing Sector,2014,1896
DNK,Denmark,Fishing Sector,2015,1822
DNK,Denmark,Marine Coastal Fishing,2005,3241
DNK,Denmark,Marine Coastal Fishing,2006,2897
DNK,Denmark,Marine Coastal Fishing,2007,2573
DNK,Denmark,Marine Coastal Fishing,2008,2221
DNK,Denmark,Marine Coastal Fishing,2009,2060
DNK,Denmark,Marine Coastal Fishing,2010,2072
DNK,Denmark,Marine Coastal Fishing,2011,2017
DNK,Denmark,Marine Coastal Fishing,2012,1942
DNK,Denmark,Marine Coastal Fishing,2013,1891
DNK,Denmark,Marine Coastal Fishing,2014,1896
DNK,Denmark,Unspecified Fishing,2015,1822
DNK,Denmark,Aquaculture,2005,571
DNK,Denmark,Aquaculture,2006,553
DNK,Denmark,Aquaculture,2007,547
DNK,Denmark,Aquaculture,2008,497
DNK,Denmark,Aquaculture,2009,443
DNK,Denmark,Aquaculture,2010,445
DNK,Denmark,Aquaculture,2011,430
DNK,Denmark,Aquaculture,2012,425
DNK,Denmark,Aquaculture,2013,421
DNK,Denmark,Aquaculture,2014,448
DNK,Denmark,Aquaculture,2015,437
DNK,Denmark,Processing,2005,5209
DNK,Denmark,Processing,2006,5148
DNK,Denmark,Processing,2007,4832
DNK,Denmark,Processing,2008,4281
DNK,Denmark,Processing,2009,4176
DNK,Denmark,Processing,2010,4224
DNK,Denmark,Processing,2011,3833
DNK,Denmark,Processing,2012,3733
DNK,Denmark,Processing,2013,3455
DNK,Denmark,Processing,2014,3683
DNK,Denmark,Processing,2015,3641
FIN,Finland,Fishing Sector,2005,2755
FIN,Finland,Fishing Sector,2006,2766
FIN,Finland,Fishing Sector,2007,2628
FIN,Finland,Fishing Sector,2008,2727
FIN,Finland,Fishing Sector,2009,2722
FIN,Finland,Fishing Sector,2010,2861
FIN,Finland,Fishing Sector,2011,2872
FIN,Finland,Fishing Sector,2012,2832
FIN,Finland,Fishing Sector,2013,2652
FIN,Finland,Inland Waters Fishing,2005,545
FIN,Finland,Inland Waters Fishing,2006,556
FIN,Finland,Inland Waters Fishing,2007,554
FIN,Finland,Inland Waters Fishing,2008,562
FIN,Finland,Inland Waters Fishing,2009,571
FIN,Finland,Inland Waters Fishing,2010,611
FIN,Finland,Inland Waters Fishing,2011,648
FIN,Finland,Inland Waters Fishing,2012,674
FIN,Finland,Inland Waters Fishing,2013,561
FIN,Finland,Marine Coastal Fishing,2005,2210
FIN,Finland,Marine Coastal Fishing,2006,2210
FIN,Finland,Marine Coastal Fishing,2007,2074
FIN,Finland,Marine Coastal Fishing,2008,2165
FIN,Finland,Marine Coastal Fishing,2009,2151
FIN,Finland,Marine Coastal Fishing,2010,2250
FIN,Finland,Marine Coastal Fishing,2011,2224
FIN,Finland,Marine Coastal Fishing,2012,2158
FIN,Finland,Marine Coastal Fishing,2013,2091
FIN,Finland,Aquaculture,2005,439
FIN,Finland,Aquaculture,2006,494
FIN,Finland,Aquaculture,2007,491
FIN,Finland,Aquaculture,2009,490
FIN,Finland,Aquaculture,2010,477
FIN,Finland,Aquaculture,2011,469
FIN,Finland,Processing,2005,865
FIN,Finland,Processing,2006,824
FIN,Finland,Processing,2007,936
FIN,Finland,Processing,2009,885
FIN,Finland,Processing,2010,870
FIN,Finland,Processing,2011,930
FRA,France,Fishing Sector,2005,25459
FRA,France,Fishing Sector,2006,16957
FRA,France,Fishing Sector,2008,19354
FRA,France,Fishing Sector,2009,18560
FRA,France,Fishing Sector,2010,17675
FRA,France,Fishing Sector,2011,17148
FRA,France,Fishing Sector,2012,17059
FRA,France,Fishing Sector,2013,16777
FRA,France,Fishing Sector,2014,16607
FRA,France,Fishing Sector,2015,16515
FRA,France,Fishing Sector,2016,16623
FRA,France,Fishing Sector,2017,16594
FRA,France,Marine Coastal Fishing,2006,12691
FRA,France,Marine Coastal Fishing,2008,14413
FRA,France,Marine Coastal Fishing,2009,13525
FRA,France,Marine Coastal Fishing,2010,12918
FRA,France,Marine Coastal Fishing,2011,12577
FRA,France,Marine Coastal Fishing,2012,12500
FRA,France,Marine Coastal Fishing,2013,12207
FRA,France,Marine Coastal Fishing,2014,12036
FRA,France,Marine Coastal Fishing,2015,11850
FRA,France,Marine Coastal Fishing,2016,11781
FRA,France,Marine Coastal Fishing,2017,11604
FRA,France,Marine Deep-Sea Fishing,2006,4266
FRA,France,Marine Deep-Sea Fishing,2008,4941
FRA,France,Marine Deep-Sea Fishing,2009,5035
FRA,France,Marine Deep-Sea Fishing,2010,4757
FRA,France,Marine Deep-Sea Fishing,2011,4571
FRA,France,Marine Deep-Sea Fishing,2012,4559
FRA,France,Marine Deep-Sea Fishing,2013,4570
FRA,France,Marine Deep-Sea Fishing,2014,4571
FRA,France,Marine Deep-Sea Fishing,2015,4665
FRA,France,Marine Deep-Sea Fishing,2016,4842
FRA,France,Marine Deep-Sea Fishing,2017,4990
FRA,France,Unspecified Fishing,2005,25459
FRA,France,Aquaculture,2005,20187
FRA,France,Aquaculture,2006,20520
FRA,France,Aquaculture,2008,19995
FRA,France,Aquaculture,2009,20694
FRA,France,Aquaculture,2011,19497
FRA,France,Aquaculture,2012,20125
FRA,France,Processing,2005,14386
FRA,France,Processing,2008,11565
FRA,France,Processing,2009,15590
FRA,France,Processing,2011,15963
FRA,France,Processing,2012,16184
DEU,Germany,Fishing Sector,2005,2184
DEU,Germany,Fishing Sector,2006,2133
DEU,Germany,Fishing Sector,2007,2067
DEU,Germany,Fishing Sector,2008,1932
DEU,Germany,Fishing Sector,2009,1508
DEU,Germany,Fishing Sector,2010,1426
DEU,Germany,Fishing Sector,2011,1426
DEU,Germany,Fishing Sector,2012,1318
DEU,Germany,Fishing Sector,2013,4917
DEU,Germany,Fishing Sector,2014,4424
DEU,Germany,Fishing Sector,2015,4404
DEU,Germany,Fishing Sector,2016,4264
DEU,Germany,Marine Coastal Fishing,2005,1881
DEU,Germany,Marine Coastal Fishing,2006,1810
DEU,Germany,Marine Coastal Fishing,2007,1728
DEU,Germany,Marine Coastal Fishing,2008,1650
DEU,Germany,Marine Coastal Fishing,2009,1126
DEU,Germany,Marine Coastal Fishing,2010,1105
DEU,Germany,Marine Coastal Fishing,2011,1071
DEU,Germany,Marine Coastal Fishing,2012,992
DEU,Germany,Marine Deep-Sea Fishing,2005,303
DEU,Germany,Marine Deep-Sea Fishing,2006,323
DEU,Germany,Marine Deep-Sea Fishing,2007,339
DEU,Germany,Marine Deep-Sea Fishing,2008,282
DEU,Germany,Marine Deep-Sea Fishing,2009,382
DEU,Germany,Marine Deep-Sea Fishing,2010,321
DEU,Germany,Marine Deep-Sea Fishing,2011,355
DEU,Germany,Marine Deep-Sea Fishing,2012,326
DEU,Germany,Unspecified Fishing,2013,4917
DEU,Germany,Unspecified Fishing,2014,4424
DEU,Germany,Unspecified Fishing,2015,4404
DEU,Germany,Unspecified Fishing,2016,4264
DEU,Germany,Processing,2005,8539
DEU,Germany,Processing,2006,8524
DEU,Germany,Processing,2007,8155
DEU,Germany,Processing,2008,8039
DEU,Germany,Processing,2009,7590
DEU,Germany,Processing,2010,7316
DEU,Germany,Processing,2011,6856
DEU,Germany,Processing,2012,6973
DEU,Germany,Processing,2013,6649
DEU,Germany,Processing,2014,6408
DEU,Germany,Processing,2015,6556
DEU,Germany,Processing,2016,6160
GRC,Greece,Fishing Sector,2005,30502
GRC,Greece,Fishing Sector,2006,30032
GRC,Greece,Fishing Sector,2007,30965
GRC,Greece,Fishing Sector,2008,30634
GRC,Greece,Fishing Sector,2009,39825
GRC,Greece,Fishing Sector,2010,39616
GRC,Greece,Fishing Sector,2011,37834
GRC,Greece,Fishing Sector,2012,36382
GRC,Greece,Fishing Sector,2013,35976
GRC,Greece,Fishing Sector,2014,35624
GRC,Greece,Fishing Sector,2015,34770
GRC,Greece,Fishing Sector,2016,34421
GRC,Greece,Fishing Sector,2017,22081
GRC,Greece,Inland Waters Fishing,2005,200
GRC,Greece,Inland Waters Fishing,2006,190
GRC,Greece,Inland Waters Fishing,2007,559
GRC,Greece,Inland Waters Fishing,2008,513
GRC,Greece,Inland Waters Fishing,2009,463
GRC,Greece,Inland Waters Fishing,2010,632
GRC,Greece,Inland Waters Fishing,2011,80
GRC,Greece,Inland Waters Fishing,2012,80
GRC,Greece,Inland Waters Fishing,2013,80
GRC,Greece,Inland Waters Fishing,2014,100
GRC,Greece,Inland Waters Fishing,2015,90
GRC,Greece,Inland Waters Fishing,2016,90
GRC,Greece,Inland Waters Fishing,2017,90
GRC,Greece,Marine Coastal Fishing,2005,27669
GRC,Greece,Marine Coastal Fishing,2006,27279
GRC,Greece,Marine Coastal Fishing,2007,25793
GRC,Greece,Marine Coastal Fishing,2008,25528
GRC,Greece,Marine Coastal Fishing,2009,33660
GRC,Greece,Marine Coastal Fishing,2010,32016
GRC,Greece,Marine Coastal Fishing,2011,31236
GRC,Greece,Marine Coastal Fishing,2012,30286
GRC,Greece,Marine Coastal Fishing,2013,29978
GRC,Greece,Marine Coastal Fishing,2014,29726
GRC,Greece,Marine Coastal Fishing,2015,29230
GRC,Greece,Marine Coastal Fishing,2016,28878
GRC,Greece,Marine Coastal Fishing,2017,20413
GRC,Greece,Marine Deep-Sea Fishing,2005,2633
GRC,Greece,Marine Deep-Sea Fishing,2006,2563
GRC,Greece,Marine Deep-Sea Fishing,2007,4613
GRC,Greece,Marine Deep-Sea Fishing,2008,4593
GRC,Greece,Marine Deep-Sea Fishing,2009,5702
GRC,Greece,Marine Deep-Sea Fishing,2010,6968
GRC,Greece,Marine Deep-Sea Fishing,2011,6518
GRC,Greece,Marine Deep-Sea Fishing,2012,6016
GRC,Greece,Marine Deep-Sea Fishing,2013,5918
GRC,Greece,Marine Deep-Sea Fishing,2014,5798
GRC,Greece,Marine Deep-Sea Fishing,2015,5450
GRC,Greece,Marine Deep-Sea Fishing,2016,5453
GRC,Greece,Marine Deep-Sea Fishing,2017,1578
GRC,Greece,Aquaculture,2005,5860
GRC,Greece,Aquaculture,2006,6622
GRC,Greece,Aquaculture,2007,6092
GRC,Greece,Aquaculture,2008,6073
GRC,Greece,Aquaculture,2009,5983
GRC,Greece,Aquaculture,2010,6032
GRC,Greece,Aquaculture,2011,5919
GRC,Greece,Aquaculture,2012,4897
GRC,Greece,Aquaculture,2013,4796
GRC,Greece,Aquaculture,2014,4996
GRC,Greece,Aquaculture,2015,5050
GRC,Greece,Aquaculture,2016,5062
GRC,Greece,Aquaculture,2017,5070
GRC,Greece,Processing,2005,2649
GRC,Greece,Processing,2006,2918
GRC,Greece,Processing,2007,2599
GRC,Greece,Processing,2008,2599
GRC,Greece,Processing,2009,2319
GRC,Greece,Processing,2010,2412
GRC,Greece,Processing,2011,2424
GRC,Greece,Processing,2012,2224
GRC,Greece,Processing,2013,2210
GRC,Greece,Processing,2014,2183
GRC,Greece,Processing,2015,2062
GRC,Greece,Processing,2016,2022
GRC,Greece,Processing,2017,2020
HUN,Hungary,Fishing Sector,2005,3390
HUN,Hungary,Fishing Sector,2006,3390
HUN,Hungary,Fishing Sector,2007,3390
HUN,Hungary,Fishing Sector,2008,2322
HUN,Hungary,Fishing Sector,2009,2457
HUN,Hungary,Fishing Sector,2010,1860
HUN,Hungary,Fishing Sector,2011,1921
HUN,Hungary,Fishing Sector,2012,2416
HUN,Hungary,Fishing Sector,2013,1361
HUN,Hungary,Fishing Sector,2014,220
HUN,Hungary,Fishing Sector,2015,133
HUN,Hungary,Inland Waters Fishing,2005,3390
HUN,Hungary,Inland Waters Fishing,2006,3390
HUN,Hungary,Inland Waters Fishing,2007,3390
HUN,Hungary,Inland Waters Fishing,2008,2322
HUN,Hungary,Inland Waters Fishing,2009,2457
HUN,Hungary,Inland Waters Fishing,2010,1860
HUN,Hungary,Inland Waters Fishing,2011,1921
HUN,Hungary,Inland Waters Fishing,2012,2416
HUN,Hungary,Inland Waters Fishing,2013,1361
HUN,Hungary,Inland Waters Fishing,2014,220
HUN,Hungary,Inland Waters Fishing,2015,133
HUN,Hungary,Aquaculture,2005,1551
HUN,Hungary,Aquaculture,2006,1353
HUN,Hungary,Aquaculture,2007,1421
HUN,Hungary,Aquaculture,2008,1404
HUN,Hungary,Aquaculture,2009,1317
HUN,Hungary,Aquaculture,2010,1314
HUN,Hungary,Aquaculture,2011,1343
HUN,Hungary,Aquaculture,2012,1599
HUN,Hungary,Aquaculture,2013,1471
HUN,Hungary,Aquaculture,2014,1670
HUN,Hungary,Aquaculture,2015,1746
HUN,Hungary,Aquaculture,2016,2124
HUN,Hungary,Aquaculture,2017,1910
ISL,Iceland,Fishing Sector,2005,5000
ISL,Iceland,Fishing Sector,2006,4500
ISL,Iceland,Fishing Sector,2007,4400
ISL,Iceland,Fishing Sector,2008,4400
ISL,Iceland,Fishing Sector,2009,4700
ISL,Iceland,Fishing Sector,2010,5300
ISL,Iceland,Fishing Sector,2011,5300
ISL,Iceland,Fishing Sector,2012,5000
ISL,Iceland,Fishing Sector,2013,3800
ISL,Iceland,Fishing Sector,2014,4400
ISL,Iceland,Fishing Sector,2015,4000
ISL,Iceland,Fishing Sector,2016,4434
ISL,Iceland,Fishing Sector,2017,4323
ISL,Iceland,Aquaculture,2005,220
ISL,Iceland,Aquaculture,2006,240
ISL,Iceland,Aquaculture,2007,230
ISL,Iceland,Aquaculture,2008,250
ISL,Iceland,Aquaculture,2009,250
ISL,Iceland,Aquaculture,2010,240
ISL,Iceland,Aquaculture,2011,240
ISL,Iceland,Aquaculture,2012,250
ISL,Iceland,Aquaculture,2013,340
ISL,Iceland,Aquaculture,2014,340
ISL,Iceland,Aquaculture,2015,340
ISL,Iceland,Aquaculture,2016,560
ISL,Iceland,Aquaculture,2017,580
ISL,Iceland,Processing,2005,4900
ISL,Iceland,Processing,2006,3900
ISL,Iceland,Processing,2007,3000
ISL,Iceland,Processing,2008,3000
ISL,Iceland,Processing,2009,3300
ISL,Iceland,Processing,2010,3500
ISL,Iceland,Processing,2011,3800
ISL,Iceland,Processing,2012,4400
ISL,Iceland,Processing,2013,5100
ISL,Iceland,Processing,2014,4800
ISL,Iceland,Processing,2015,3800
ISL,Iceland,Processing,2016,3800
ISL,Iceland,Processing,2017,2900
IRL,Ireland,Fishing Sector,2005,3908
IRL,Ireland,Fishing Sector,2006,4226
IRL,Ireland,Fishing Sector,2007,4461
IRL,Ireland,Fishing Sector,2008,4829
IRL,Ireland,Fishing Sector,2009,4579
IRL,Ireland,Fishing Sector,2010,4684
IRL,Ireland,Fishing Sector,2011,3715
IRL,Ireland,Fishing Sector,2012,3814
IRL,Ireland,Fishing Sector,2013,3845
IRL,Ireland,Fishing Sector,2014,3154
IRL,Ireland,Fishing Sector,2015,3451
IRL,Ireland,Fishing Sector,2016,3358
IRL,Ireland,Fishing Sector,2017,3361
IRL,Ireland,Unspecified Fishing,2005,3908
IRL,Ireland,Unspecified Fishing,2006,4226
IRL,Ireland,Unspecified Fishing,2007,4461
IRL,Ireland,Unspecified Fishing,2008,4829
IRL,Ireland,Unspecified Fishing,2009,4579
IRL,Ireland,Unspecified Fishing,2010,4684
IRL,Ireland,Unspecified Fishing,2011,3715
IRL,Ireland,Unspecified Fishing,2012,3814
IRL,Ireland,Unspecified Fishing,2013,3845
IRL,Ireland,Unspecified Fishing,2014,3154
IRL,Ireland,Unspecified Fishing,2015,3451
IRL,Ireland,Unspecified Fishing,2016,3358
IRL,Ireland,Unspecified Fishing,2017,3361
IRL,Ireland,Aquaculture,2005,1635
IRL,Ireland,Aquaculture,2006,2058
IRL,Ireland,Aquaculture,2007,1998
IRL,Ireland,Aquaculture,2008,1964
IRL,Ireland,Aquaculture,2009,1952
IRL,Ireland,Aquaculture,2010,1719
IRL,Ireland,Aquaculture,2011,1756
IRL,Ireland,Aquaculture,2012,1716
IRL,Ireland,Aquaculture,2013,1822
IRL,Ireland,Aquaculture,2014,1827
IRL,Ireland,Aquaculture,2015,1835
IRL,Ireland,Aquaculture,2016,1950
IRL,Ireland,Aquaculture,2017,1916
IRL,Ireland,Processing,2005,3507
IRL,Ireland,Processing,2006,2867
IRL,Ireland,Processing,2007,2867
IRL,Ireland,Processing,2008,2867
IRL,Ireland,Processing,2009,2867
IRL,Ireland,Processing,2010,2867
IRL,Ireland,Processing,2011,3200
IRL,Ireland,Processing,2012,3332
IRL,Ireland,Processing,2013,3534
IRL,Ireland,Processing,2014,3688
IRL,Ireland,Processing,2015,3797
IRL,Ireland,Processing,2016,3946
IRL,Ireland,Processing,2017,3988
ITA,Italy,Fishing Sector,2005,32174
ITA,Italy,Fishing Sector,2006,30351
ITA,Italy,Fishing Sector,2007,30214
ITA,Italy,Fishing Sector,2008,29604
ITA,Italy,Fishing Sector,2009,29222
ITA,Italy,Fishing Sector,2010,29222
ITA,Italy,Fishing Sector,2011,28964
ITA,Italy,Fishing Sector,2012,28292
ITA,Italy,Fishing Sector,2013,26758
ITA,Italy,Fishing Sector,2014,26932
ITA,Italy,Fishing Sector,2015,25812
ITA,Italy,Fishing Sector,2016,25933
ITA,Italy,Fishing Sector,2017,26146
ITA,Italy,Marine Coastal Fishing,2005,23045
ITA,Italy,Marine Coastal Fishing,2006,21857
ITA,Italy,Marine Coastal Fishing,2007,22341
ITA,Italy,Marine Coastal Fishing,2008,21967
ITA,Italy,Marine Coastal Fishing,2009,21700
ITA,Italy,Marine Coastal Fishing,2010,21667
ITA,Italy,Marine Coastal Fishing,2011,21833
ITA,Italy,Marine Coastal Fishing,2012,21717
ITA,Italy,Marine Coastal Fishing,2013,20547
ITA,Italy,Marine Coastal Fishing,2014,20516
ITA,Italy,Marine Coastal Fishing,2015,19725
ITA,Italy,Marine Coastal Fishing,2016,22617
ITA,Italy,Marine Coastal Fishing,2017,22786
ITA,Italy,Marine Deep-Sea Fishing,2005,5276
ITA,Italy,Marine Deep-Sea Fishing,2006,5046
ITA,Italy,Marine Deep-Sea Fishing,2007,4416
ITA,Italy,Marine Deep-Sea Fishing,2008,4531
ITA,Italy,Marine Deep-Sea Fishing,2009,4389
ITA,Italy,Marine Deep-Sea Fishing,2010,4372
ITA,Italy,Marine Deep-Sea Fishing,2011,4090
ITA,Italy,Marine Deep-Sea Fishing,2012,3705
ITA,Italy,Marine Deep-Sea Fishing,2013,3415
ITA,Italy,Marine Deep-Sea Fishing,2014,3546
ITA,Italy,Marine Deep-Sea Fishing,2015,3286
ITA,Italy,Marine Deep-Sea Fishing,2016,3316
ITA,Italy,Marine Deep-Sea Fishing,2017,3360
ITA,Italy,Unspecified Fishing,2005,3853
ITA,Italy,Unspecified Fishing,2006,3448
ITA,Italy,Unspecified Fishing,2007,3457
ITA,Italy,Unspecified Fishing,2008,3105
ITA,Italy,Unspecified Fishing,2009,3133
ITA,Italy,Unspecified Fishing,2010,3184
ITA,Italy,Unspecified Fishing,2011,3041
ITA,Italy,Unspecified Fishing,2012,2870
ITA,Italy,Unspecified Fishing,2013,2796
ITA,Italy,Unspecified Fishing,2014,2870
ITA,Italy,Unspecified Fishing,2015,2801
ITA,Italy,Aquaculture,2008,4357
ITA,Italy,Aquaculture,2009,5884
ITA,Italy,Aquaculture,2010,5836
ITA,Italy,Aquaculture,2011,5076
ITA,Italy,Aquaculture,2012,5159
ITA,Italy,Aquaculture,2013,5064
ITA,Italy,Aquaculture,2014,5112
ITA,Italy,Aquaculture,2015,4917
ITA,Italy,Aquaculture,2016,4546
ITA,Italy,Processing,2008,5425
ITA,Italy,Processing,2009,5285
ITA,Italy,Processing,2010,5950
ITA,Italy,Processing,2011,6109
ITA,Italy,Processing,2012,6197
ITA,Italy,Processing,2013,6292
ITA,Italy,Processing,2014,5628
ITA,Italy,Processing,2015,5926
JPN,Japan,Fishing Sector,2005,222160
JPN,Japan,Fishing Sector,2006,212470
JPN,Japan,Fishing Sector,2007,204330
JPN,Japan,Fishing Sector,2008,221910
JPN,Japan,Fishing Sector,2009,211810
JPN,Japan,Fishing Sector,2010,202880
JPN,Japan,Fishing Sector,2011,177870
JPN,Japan,Fishing Sector,2012,173660
JPN,Japan,Fishing Sector,2013,180990
JPN,Japan,Fishing Sector,2014,173040
JPN,Japan,Fishing Sector,2015,166610
JPN,Japan,Fishing Sector,2016,160020
JPN,Japan,Fishing Sector,2017,153490
JPN,Japan,Marine Coastal Fishing,2005,192130
JPN,Japan,Marine Coastal Fishing,2006,185130
JPN,Japan,Marine Coastal Fishing,2007,178220
JPN,Japan,Marine Deep-Sea Fishing,2005,30030
JPN,Japan,Marine Deep-Sea Fishing,2006,27340
JPN,Japan,Marine Deep-Sea Fishing,2007,26110
JPN,Japan,Unspecified Fishing,2008,221910
JPN,Japan,Unspecified Fishing,2009,211810
JPN,Japan,Unspecified Fishing,2010,202880
