Species_Code,Species,Country,Country_Code,YEAR,Sum of Value
9,Aquatic plants,Mexico,MEX,2012,1770.826
9,Aquatic plants,Mexico,MEX,2013,4759.720967
9,Aquatic plants,Mexico,MEX,2014,3234.2687
9,Aquatic plants,Mexico,MEX,2015,5292.53706
9,Aquatic plants,Mexico,MEX,2016,6347.062
9,Aquatic plants,Mexico,MEX,2017,4836.843
9,Aquatic plants,Netherlands,NLD,2011,0.2
9,Aquatic plants,New Zealand,NZL,2001,17.77
9,Aquatic plants,New Zealand,NZL,2002,125.976
9,Aquatic plants,New Zealand,NZL,2003,2.845
9,Aquatic plants,New Zealand,NZL,2004,24.137
9,Aquatic plants,New Zealand,NZL,2005,6.714
9,Aquatic plants,New Zealand,NZL,2006,7.706
9,Aquatic plants,New Zealand,NZL,2007,5.9
9,Aquatic plants,New Zealand,NZL,2008,34.623
9,Aquatic plants,New Zealand,NZL,2009,47.036
9,Aquatic plants,New Zealand,NZL,2010,45.231
9,Aquatic plants,New Zealand,NZL,2011,64.121
9,Aquatic plants,New Zealand,NZL,2012,29.091
9,Aquatic plants,New Zealand,NZL,2013,56.391
9,Aquatic plants,New Zealand,NZL,2014,92.98
9,Aquatic plants,New Zealand,NZL,2015,62.582
9,Aquatic plants,New Zealand,NZL,2016,35.9
9,Aquatic plants,New Zealand,NZL,2017,51.089
9,Aquatic plants,Norway,NOR,2000,192426
9,Aquatic plants,Norway,NOR,2001,175210
9,Aquatic plants,Norway,NOR,2002,182641
9,Aquatic plants,Norway,NOR,2003,153209
9,Aquatic plants,Norway,NOR,2004,148322
9,Aquatic plants,Norway,NOR,2005,153906
9,Aquatic plants,Norway,NOR,2006,145430
9,Aquatic plants,Norway,NOR,2007,134671
9,Aquatic plants,Norway,NOR,2008,154215
9,Aquatic plants,Norway,NOR,2009,160361
9,Aquatic plants,Norway,NOR,2010,158516
9,Aquatic plants,Norway,NOR,2011,152382.178
9,Aquatic plants,Norway,NOR,2012,140997.949
9,Aquatic plants,Norway,NOR,2013,154149.533
9,Aquatic plants,Norway,NOR,2014,154321.6786
9,Aquatic plants,Norway,NOR,2015,147390.6225
9,Aquatic plants,Norway,NOR,2016,169406.188
9,Aquatic plants,Norway,NOR,2017,164550.15
9,Aquatic plants,Peru,PER,2000,1441.89
9,Aquatic plants,Peru,PER,2001,5543.91
9,Aquatic plants,Peru,PER,2002,6248.807
9,Aquatic plants,Peru,PER,2003,8065.401168
9,Aquatic plants,Peru,PER,2004,7533.60578
9,Aquatic plants,Peru,PER,2005,5084.236303
9,Aquatic plants,Peru,PER,2006,3467.323524
9,Aquatic plants,Peru,PER,2007,10886.23428
9,Aquatic plants,Peru,PER,2008,13779.45
9,Aquatic plants,Peru,PER,2009,5676.751
9,Aquatic plants,Peru,PER,2010,4367.861
9,Aquatic plants,Peru,PER,2011,5800.295
9,Aquatic plants,Peru,PER,2012,3694.59563
9,Aquatic plants,Peru,PER,2013,22190.4812
9,Aquatic plants,Peru,PER,2014,25695.16635
9,Aquatic plants,Peru,PER,2015,19811.7112
9,Aquatic plants,Peru,PER,2016,31844.7643
9,Aquatic plants,Portugal,PRT,2000,0
9,Aquatic plants,Portugal,PRT,2001,0
9,Aquatic plants,Portugal,PRT,2002,0
9,Aquatic plants,Portugal,PRT,2003,0
9,Aquatic plants,Portugal,PRT,2004,0
9,Aquatic plants,Portugal,PRT,2005,0
9,Aquatic plants,Portugal,PRT,2006,0
9,Aquatic plants,Portugal,PRT,2007,0
9,Aquatic plants,Portugal,PRT,2008,0
9,Aquatic plants,Portugal,PRT,2009,0
9,Aquatic plants,Portugal,PRT,2010,0
9,Aquatic plants,Portugal,PRT,2011,0
9,Aquatic plants,Portugal,PRT,2012,0
9,Aquatic plants,Portugal,PRT,2013,0
9,Aquatic plants,Portugal,PRT,2014,1.64285
9,Aquatic plants,Portugal,PRT,2015,62.17875
9,Aquatic plants,Portugal,PRT,2016,0.1281
9,Aquatic plants,Portugal,PRT,2017,0.123
9,Aquatic plants,Spain,ESP,2000,1215
9,Aquatic plants,Spain,ESP,2001,1011
9,Aquatic plants,Spain,ESP,2002,234
9,Aquatic plants,Spain,ESP,2003,1
9,Aquatic plants,Spain,ESP,2004,525
9,Aquatic plants,Spain,ESP,2005,442
9,Aquatic plants,Spain,ESP,2006,485
9,Aquatic plants,Spain,ESP,2007,109
9,Aquatic plants,Spain,ESP,2008,97
9,Aquatic plants,Spain,ESP,2009,64.2
9,Aquatic plants,Spain,ESP,2010,122.9
9,Aquatic plants,Spain,ESP,2011,260.79
9,Aquatic plants,Spain,ESP,2012,525.78
9,Aquatic plants,Spain,ESP,2013,1215.69
9,Aquatic plants,Spain,ESP,2014,2152.3
9,Aquatic plants,Spain,ESP,2015,2386.2
9,Aquatic plants,Spain,ESP,2016,3493.57
9,Aquatic plants,Spain,ESP,2017,3415.71
9,Aquatic plants,United States,USA,2000,41972
9,Aquatic plants,United States,USA,2001,37114
9,Aquatic plants,United States,USA,2002,49698
9,Aquatic plants,United States,USA,2003,48656
9,Aquatic plants,United States,USA,2004,35339
9,Aquatic plants,United States,USA,2005,68066
9,Aquatic plants,United States,USA,2006,2991
9,Aquatic plants,United States,USA,2007,57
9,Aquatic plants,United States,USA,2008,6806
9,Aquatic plants,United States,USA,2009,1178
9,Aquatic plants,United States,USA,2010,5212
9,Aquatic plants,United States,USA,2011,6660
9,Aquatic plants,United States,USA,2012,7048
9,Aquatic plants,United States,USA,2013,3628
9,Aquatic plants,United States,USA,2014,4909
9,Aquatic plants,United States,USA,2015,3103
9,Aquatic plants,United States,USA,2016,5743
9,Aquatic plants,United States,USA,2017,4228
