Species_Code,Species,Country,Country_Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
6,"Whales, seals and other aquatic mammals",Norway,NOR,805.609,1133.222,943.1042,896.925,704.2485,836.1765,697.977,768.489,698.026,580.152,633.46,641.135,677.529,1133.5643,1196.2931,799.769,819.136,625.6075
6,"Whales, seals and other aquatic mammals",Peru,PER,0,0,0,2.17235,0,0,0,0.612030075,0,0,0,0,0,0,0.564684811,0,0.05,0
7,Miscellaneous aquatic animals,Australia,AUS,0,165.685,154.45,209.83,160,150.38,71.13,92.17,305.1,226.234,174.9,117.445,48.28,20.2,64.59,44.35,38.68,133.81
7,Miscellaneous aquatic animals,Canada,CAN,12865.04942,11882.8741,13340.56566,18698.15832,18076.50539,21787.87474,11254.79333,10153.03447,10520.04738,11894.78549,11963.56,14000.37,11520.525,10387.832,13361.68953,14785.41882,14358.47066,0
7,Miscellaneous aquatic animals,Chile,CHL,0,0,0,0,0,0,0,0,40078,39775,33046,33082,30553,31576,34298,31682,0,0
7,Miscellaneous aquatic animals,Chinese Taipei,TWN,294.578,230.903,271.621,194.048,169.571,68.489,63.355,59.63,22.73,43.3425,24.46,24.4142,28.5213,8.967,15.29,2.041,25.1463,2.2569
7,Miscellaneous aquatic animals,Denmark,DNK,0.2,0.2,0.2,0.2,0.2,0.7,0.4,0.1,0,0,0,0,36.8,1425.4,189.6,600.9,243,1698.3
7,Miscellaneous aquatic animals,France,FRA,0,0,0,0,0,0,0,5.3,9.1,6.7,3,99.5,95.5,126.7,108.8,78,102.8,131.3
7,Miscellaneous aquatic animals,Iceland,ISL,0,0,0,0,0,0,0,0,0,0,0,0,1550,1553,1078,1687,3607,3572
7,Miscellaneous aquatic animals,Ireland,IRL,0,0,0,0,0,0,0,0,0,0,0,0.066,0,0,0,0,19.865,17.49
7,Miscellaneous aquatic animals,Italy,ITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.71351
7,Miscellaneous aquatic animals,Japan,JPN,107001,91752,81697,104741,61624,49234,60808,50930,63895,44404,52302,50782,43132,27447,22596,25269,22039,18000
7,Miscellaneous aquatic animals,Korea,KOR,6205,4709,5253,6340,5522,5278,6072,7518,7836,7091,6939,6731,5825,7013,10890,7305,6340,6096
7,Miscellaneous aquatic animals,Mexico,MEX,0,0,0,0,0,2319.038,2073.70425,2275.1984,2426.55307,3137.368,5983.93997,4974.23606,4770.92821,6848.73409,5093.712133,4954.31334,3882.964,5076.82
7,Miscellaneous aquatic animals,New Zealand,NZL,0,221.856,764.321,612.773,582.229,889.239,827.363,854.317,780.7,767.395,724.107,794.118,931.1,925.648,968.655,972.49,959.922,1043.189
7,Miscellaneous aquatic animals,Norway,NOR,0.691,0.472,0.111,1.392,0.053,0.01,2.614,6.421,0.9315,0.451,0.07,1.028,0.3175,0,0,2.355,0,0.2012
7,Miscellaneous aquatic animals,Peru,PER,3497.06035,3523.1692,2269.84508,2164.239312,1399.151534,3106.297995,282.3079744,1932.518628,2470.491906,2021.994817,2131.781611,4156.254511,2295.44682,1433.721035,7496.203905,1536.000696,1834.805274,0
7,Miscellaneous aquatic animals,Spain,ESP,318,309,643,44,546,463,478,541,623,445.7,689.8,742.5,729.58,584.69,535,709.28,778.58,967.89
7,Miscellaneous aquatic animals,Thailand,THA,139841,49283,29286,9280,1802,36667,139860,8354,149985,118242,37327,105491,41712,127695,65195,0,0,0
7,Miscellaneous aquatic animals,United Kingdom,GBR,0,0,0,0.0058,0.0166,0.0435,0,0,0,0.14,0,0.046,1.226,0.08,0.0121,0.0657,7.3146,0.0086
7,Miscellaneous aquatic animals,United States,USA,21538,16264,13915,14709,17319,12763,8671,10929,10031,9376,8230,10743,9582,10226,14731,7336,6369,6605
8,Miscellaneous aquatic animal products,Australia,AUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01
8,Miscellaneous aquatic animal products,Chinese Taipei,TWN,0,0,0,0,0,0,0,0,0,3.11876,2.93042,3.20899,3.25197,2.823,2.51351,3.63668,2.60666,2.60135
8,Miscellaneous aquatic animal products,Japan,JPN,62832,55432,57365,57259,58029,56901,45888,59771,49912,47697,51423,45875,43329,42460,40242,42607,41879,39800
8,Miscellaneous aquatic animal products,Peru,PER,58.352,1.7105,0.009,1.45,0,0,0,0,0,0,0,0.27,0,0,0.055,0.248,0.3285,0
8,Miscellaneous aquatic animal products,Spain,ESP,0,0,0,0,1,0,0,0,0,0,0,0,0,5.95,13.4,23.88,66.87,53.37
8,Miscellaneous aquatic animal products,United Kingdom,GBR,0,0,0,0,0,0,0,0,0.5798,0.0003,0,0,0,0,0,0,0,0
8,Miscellaneous aquatic animal products,United States,USA,308,291,282,252,246,208,154,227,198,94,104,47,57,112,244,90,96,0
9,Aquatic plants,Canada,CAN,34507.103,35240.547,42139.083,45796.759,41039.215,41771.8,43191.311,19381.925,17715.462,43300,43431.33,18843.975,13832.65,14842.137,14359.881,11578.852,12730.073,0
9,Aquatic plants,Chile,CHL,0,0,0,0,0,0,0,0,384563,368032,368580,403496,436035,517929,417331,379668,0,0
9,Aquatic plants,Chinese Taipei,TWN,124.686,90.854,146.053,307.346,243.996,218.527,190.749,176.707,108.14,212.816,106.561,60.947,231.636,281.299,127.529,155.839,123.356,101.257
9,Aquatic plants,Estonia,EST,0,0,0,0,0,0,394.005,1607.945,1483.49,1032.12,350.59,690,429.55,249.05,625.9,413,348.16,36.2
9,Aquatic plants,France,FRA,0,0,0,0,0,0,0,1395,9181.9,18832.7,22550.5,56052.6,75654.9,84638.5,59541.3,19441.6,59521.1,39072.8
9,Aquatic plants,Japan,JPN,118886,122000,127778,111397,113739,104788,113665,103602,104668,104103,97231,87779,98514,84498,91601,94084,80721,69800
9,Aquatic plants,Mexico,MEX,0,0,0,0,0,1258.206,1078.809,1219.452,1123.3055,1503.57,1472.73786,1505.1275,1770.826,4759.720967,3234.2687,5292.53706,6347.062,4836.843
9,Aquatic plants,Netherlands,NLD,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0
9,Aquatic plants,New Zealand,NZL,0,17.77,125.976,2.845,24.137,6.714,7.706,5.9,34.623,47.036,45.231,64.121,29.091,56.391,92.98,62.582,35.9,51.089
9,Aquatic plants,Norway,NOR,192426,175210,182641,153209,148322,153906,145430,134671,154215,160361,158516,152382.178,140997.949,154149.533,154321.6786,147390.6225,169406.188,164550.15
9,Aquatic plants,Peru,PER,1441.89,5543.91,6248.807,8065.401168,7533.60578,5084.236303,3467.323524,10886.23428,13779.45,5676.751,4367.861,5800.295,3694.59563,22190.4812,25695.16635,19811.7112,31844.7643,0
9,Aquatic plants,Portugal,PRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.64285,62.17875,0.1281,0.123
9,Aquatic plants,Spain,ESP,1215,1011,234,1,525,442,485,109,97,64.2,122.9,260.79,525.78,1215.69,2152.3,2386.2,3493.57,3415.71
9,Aquatic plants,United States,USA,41972,37114,49698,48656,35339,68066,2991,57,6806,1178,5212,6660,7048,3628,4909,3103,5743,4228
